Site,Age (Ma),Genus,d18O,d13C
1218,27.9950,Cibicidoides havanensis,2.56,0.55
1218,27.9960,Cibicidoides spp.,2.20,0.67
1218,28.0000,Cibicidoides grimsdalei,1.85,0.43
1218,28.0050,Cibicidoides grimsdalei,2.12,0.59
1218,28.0070,Cibicidoides spp.,2.10,0.71
574,28.0100,CIB,2.25,0.62
1218,28.0110,Cibicidoides grimsdalei,2.31,0.74
1218,28.0160,Cibicidoides grimsdalei,1.98,0.60
1218,28.0210,Cibicidoides grimsdalei,1.84,0.47
1218,28.0210,Cibicidoides grimsdalei,1.85,0.60
1218,28.0210,Cibicidoides spp.,2.02,0.60
77,28.0228,CIB,2.14,0.57
1218,28.0270,Cibicidoides grimsdalei,2.23,0.60
1218,28.0320,Cibicidoides grimsdalei,2.54,0.92
1218,28.0320,Cibicidoides grimsdalei,2.64,0.64
1218,28.0330,Cibicidoides spp.,,0.63
1218,28.0370,Cibicidoides grimsdalei,2.42,0.80
1218,28.0370,Cibicidoides grimsdalei,2.43,0.73
1218,28.0430,Cibicidoides grimsdalei,2.19,0.75
1218,28.0430,Cibicidoides havanensis,2.41,0.87
1218,28.0460,Cibicidoides spp.,2.11,0.68
1218,28.0480,Cibicidoides havanensis,2.40,0.75
1218,28.0480,Cibicidoides grimsdalei,2.41,0.80
1218,28.0480,Cibicidoides grimsdalei,2.69,0.78
1218,28.0530,Cibicidoides grimsdalei,2.54,0.44
689,28.0580,CIB,3.06,0.57
1218,28.0590,Cibicidoides havanensis,2.25,0.54
1218,28.0590,Cibicidoides grimsdalei,2.27,0.59
1218,28.0590,Cibicidoides grimsdalei,2.29,0.64
1218,28.0600,Cibicidoides spp.,1.97,0.68
1218,28.0640,Cibicidoides grimsdalei,2.27,0.66
1218,28.0640,Cibicidoides grimsdalei,2.58,0.71
1218,28.0690,Cibicidoides grimsdalei,2.12,0.74
1218,28.0690,Cibicidoides havanensis,2.49,0.76
1218,28.0710,Cibicidoides spp.,1.97,0.63
1218,28.0740,Cibicidoides grimsdalei,2.33,0.90
1218,28.0740,Cibicidoides havanensis,2.37,0.79
1218,28.0750,Cibicidoides havanensis,2.05,0.55
1218,28.0750,Cibicidoides grimsdalei,2.34,0.67
1218,28.0780,Cibicidoides grimsdalei,1.90,0.64
1218,28.0780,Cibicidoides grimsdalei,2.65,0.76
1218,28.0800,Cibicidoides grimsdalei,2.42,0.63
1218,28.0830,Cibicidoides grimsdalei,2.55,0.62
1218,28.0830,Cibicidoides havanensis,2.72,0.63
1218,28.0840,Cibicidoides spp.,2.51,0.77
1218,28.0850,Cibicidoides grimsdalei,2.61,0.79
1218,28.0870,Cibicidoides grimsdalei,2.24,0.81
1218,28.0870,Cibicidoides havanensis,2.24,0.83
1218,28.0870,Cibicidoides spp.,2.51,0.60
1218,28.0870,Cibicidoides grimsdalei,2.65,0.84
1218,28.0900,Cibicidoides grimsdalei,2.15,0.74
689,28.0910,CIB,3.09,0.56
1218,28.0920,Cibicidoides grimsdalei,2.04,0.47
1218,28.0920,Cibicidoides grimsdalei,2.38,0.44
1218,28.0950,Cibicidoides grimsdalei,2.23,0.42
1218,28.0950,Cibicidoides havanensis,2.64,0.56
1218,28.0960,Cibicidoides grimsdalei,2.04,0.40
1218,28.0960,Cibicidoides havanensis,2.44,0.73
1218,28.0960,Cibicidoides grimsdalei,2.47,0.64
1218,28.0990,Cibicidoides grimsdalei,2.46,0.56
1218,28.1010,Cibicidoides havanensis,2.25,0.32
1218,28.1010,Cibicidoides havanensis,2.32,0.53
1218,28.1040,Cibicidoides havanensis,2.12,0.39
1218,28.1060,Cibicidoides spp.,2.27,0.21
1218,28.1090,Cibicidoides grimsdalei,2.31,0.29
1218,28.1090,Cibicidoides havanensis,2.51,0.41
689,28.1130,CIB,2.93,0.46
1218,28.1130,Cibicidoides spp.,2.23,0.49
1218,28.1140,Cibicidoides havanensis,2.60,0.46
1218,28.1180,Cibicidoides havanensis,2.38,0.66
1218,28.1240,Cibicidoides grimsdalei,2.57,0.64
1218,28.1290,Cibicidoides grimsdalei,2.15,0.66
1218,28.1290,Cibicidoides spp.,2.31,0.51
574,28.1348,CIB,2.31,0.43
1218,28.1350,Cibicidoides grimsdalei,2.08,0.46
689,28.1370,CIB,2.70,0.36
1218,28.1400,Cibicidoides grimsdalei,2.39,0.30
1218,28.1450,Cibicidoides grimsdalei,2.69,0.56
1218,28.1450,Cibicidoides hav?!.,2.73,0.28
1218,28.1510,Cibicidoides havanensis,2.44,0.51
1218,28.1510,Cibicidoides grimsdalei,2.46,0.48
1218,28.1570,Cibicidoides grimsdalei,2.23,0.52
1218,28.1620,Cibicidoides spp.,2.21,0.43
1218,28.1620,Cibicidoides grimsdalei,2.22,0.61
689,28.1630,CIB,2.66,0.42
1218,28.1680,Cibicidoides grimsdalei,2.25,0.48
1218,28.1730,Cibicidoides grimsdalei,2.42,0.48
1218,28.1790,Cibicidoides grimsdalei,2.79,0.42
1218,28.1840,Cibicidoides grimsdalei,2.49,0.28
1218,28.1840,Cibicidoides havanensis,2.81,0.41
1218,28.1880,Cibicidoides spp.,2.42,0.44
1218,28.1890,Cibicidoides grimsdalei,2.80,0.26
1218,28.1940,Cibicidoides grimsdalei,2.16,0.32
1218,28.1940,Cibicidoides grimsdalei,2.83,0.58
689,28.1970,CIB,3.04,0.53
1218,28.1990,Cibicidoides havanensis,1.59,0.04
1218,28.1990,Cibicidoides grimsdalei,1.89,0.14
1218,28.2000,Cibicidoides grimsdalei,2.28,0.46
526,28.2035,CIB,2.27,1.32
1218,28.2040,Cibicidoides havanensis,1.76,0.25
1218,28.2050,Cibicidoides grimsdalei,2.35,0.47
1218,28.2090,Cibicidoides grimsdalei,1.98,0.45
1218,28.2110,Cibicidoides grimsdalei,2.09,0.03
689,28.2120,CIB,3.11,0.60
1218,28.2120,Cibicidoides spp.,,0.36
1218,28.2140,Cibicidoides grimsdalei,2.07,0.11
77,28.2143,CIB,2.52,0.52
1218,28.2160,Cibicidoides havanensis,2.08,0.29
1218,28.2190,Cibicidoides grimsdalei,2.04,0.18
1218,28.2240,Cibicidoides havanensis,2.18,0.18
1218,28.2290,Cibicidoides grimsdalei,1.98,0.40
1218,28.2290,Cibicidoides havanensis,2.22,0.82
1218,28.2340,Cibicidoides grimsdalei,1.89,0.52
1218,28.2340,Cibicidoides havanensis,2.16,0.66
1218,28.2370,Cibicidoides spp.,2.54,0.55
1218,28.2390,Cibicidoides havanensis,1.90,0.36
1218,28.2440,Cibicidoides grimsdalei,2.61,0.57
1218,28.2440,Cibicidoides havanensis,2.69,0.49
1218,28.2490,Cibicidoides grimsdalei,2.34,0.70
1218,28.2540,Cibicidoides havanensis,2.32,0.71
1218,28.2540,Cibicidoides grimsdalei,2.53,0.56
1218,28.2590,Cibicidoides grimsdalei,2.56,0.59
1218,28.2610,Cibicidoides spp.,2.31,0.64
1218,28.2640,Cibicidoides grimsdalei,2.08,0.35
689,28.2660,CIB,3.28,0.56
1218,28.2850,Cibicidoides grimsdalei,2.28,0.99
1218,28.2850,Cibicidoides havanensis ?,2.50,0.68
1218,28.2880,Cibicidoides spp.,2.33,0.67
689,28.2920,CIB,3.05,0.48
1218,28.2920,Cibicidoides grimsdalei,2.72,0.28
1218,28.2990,Cibicidoides grimsdalei,2.45,0.59
1218,28.3050,Cibicidoides grimsdalei,2.68,0.59
1218,28.3120,Cibicidoides havanensis,2.33,0.45
1218,28.3120,Cibicidoides grimsdalei,2.50,0.55
1218,28.3190,Cibicidoides grimsdalei,2.62,0.80
689,28.3200,CIB,3.01,0.26
1218,28.3230,Cibicidoides spp.,2.52,0.72
1218,28.3260,Cibicidoides havanensis,2.51,0.56
1218,28.3260,Cibicidoides grimsdalei,2.76,0.89
1218,28.3330,Cibicidoides grimsdalei,2.66,0.73
1218,28.3400,Cibicidoides grimsdalei,2.75,0.79
1218,28.3460,Cibicidoides grimsdalei,2.35,0.89
1218,28.3460,Cibicidoides havanensis,2.35,0.57
689,28.3480,CIB,2.82,0.41
526,28.3500,CIB,2.09,1.25
1218,28.3530,Cibicidoides grimsdalei,2.28,0.76
1218,28.3600,Cibicidoides havanensis,2.37,0.67
526,28.3667,CIB,1.87,0.88
1218,28.3670,Cibicidoides grimsdalei,1.99,0.28
1218,28.3740,Cibicidoides grimsdalei,2.29,0.26
689,28.3750,CIB,2.86,0.37
1218,28.3800,Cibicidoides grimsdalei,2.10,0.44
1218,28.3870,Cibicidoides grimsdalei,2.11,0.40
1218,28.3890,Cibicidoides grimsdalei,2.23,0.29
690,28.3891,CIB,2.85,0.30
1218,28.3910,Cibicidoides spp.,2.31,0.80
1218,28.3940,Cibicidoides havanensis,2.27,0.62
77,28.3995,CIB,2.32,0.41
1218,28.4010,Cibicidoides grimsdalei,2.28,0.48
689,28.4040,CIB,2.92,0.45
1218,28.4080,Cibicidoides grimsdalei,2.32,0.43
526,28.4114,CIB,1.83,1.53
1218,28.4150,Cibicidoides grimsdalei,2.29,0.36
1218,28.4210,Cibicidoides grimsdalei,2.27,0.17
1218,28.4250,Cibicidoides spp.,2.69,0.37
1218,28.4280,Cibicidoides grimsdalei,2.25,0.13
1218,28.4420,Cibicidoides grimsdalei,2.41,0.83
1218,28.4490,Cibicidoides grimsdalei,2.11,0.27
1218,28.4590,Cibicidoides spp.,2.15,0.11
1218,28.4620,Cibicidoides grimsdalei,2.08,0.01
1218,28.4620,Cibicidoides grimsdalei,2.18,0.05
689,28.4650,CIB,2.68,0.32
563,28.4672,CIB,2.22,0.46
1218,28.4690,Cibicidoides grimsdalei,2.51,0.27
1218,28.4690,Cibicidoides havanensis,2.54,0.01
1218,28.4760,Cibicidoides grimsdalei,2.35,0.47
1218,28.4830,Cibicidoides grimsdalei,1.96,0.55
526,28.4900,CIB,2.02,1.23
1218,28.4900,Cibicidoides grimsdalei,2.00,0.15
1218,28.4920,Cibicidoides spp.,1.97,0.18
1218,28.4930,Cibicidoides spp.,2.19,0.44
690,28.4953,CIB,2.91,0.52
1218,28.4960,Cibicidoides grimsdalei,1.86,0.41
689,28.4990,CIB,2.65,0.34
1218,28.5100,Cibicidoides grimsdalei,1.98,0.14
690,28.5110,CIB,3.26,0.97
526,28.5150,CIB,2.10,1.40
690,28.5185,CIB,3.08,0.75
563,28.5200,CIB,2.01,0.48
558,28.5208,CIB,2.41,0.46
1218,28.5230,Cibicidoides havanensis,2.34,0.14
1218,28.5270,Cibicidoides spp.,2.32,0.27
1218,28.5300,Cibicidoides grimsdalei,2.27,0.30
526,28.5361,CIB,2.11,1.39
1218,28.5370,Cibicidoides grimsdalei,1.94,0.43
1218,28.5370,Cibicidoides havanensis,2.08,0.26
1218,28.5440,Cibicidoides havanensis,1.80,0.22
1218,28.5440,Cibicidoides grimsdalei,1.82,0.37
558,28.5455,CIB,2.69,1.38
558,28.5478,CIB,2.67,0.52
1218,28.5500,Cibicidoides havanensis,2.57,0.34
1218,28.5570,Cibicidoides havanensis,2.23,0.07
1218,28.5600,Cibicidoides spp.,2.16,0.21
1218,28.5640,Cibicidoides havanensis,2.04,-0.01
1218,28.5710,Cibicidoides havanensis,1.96,0.14
1218,28.5770,Cibicidoides grimsdalei,1.96,0.32
558,28.5777,CIB,2.24,0.61
1218,28.5860,Cibicidoides grimsdalei,2.51,0.57
1218,28.5950,Cibicidoides grimsdalei,2.13,0.40
1218,28.5950,Cibicidoides grimsdalei,2.36,0.57
77,28.5980,CIB,2.41,0.57
1218,28.6000,Cibicidoides spp.,2.15,0.33
1218,28.6040,Cibicidoides havanensis ?,2.32,0.37
1218,28.6130,Cibicidoides grimsdalei,2.00,0.43
1218,28.6220,Cibicidoides grimsdalei,1.65,0.34
1218,28.6320,Cibicidoides grimsdalei,1.93,0.15
1218,28.6320,Cibicidoides havanensis,1.96,0.30
1218,28.6410,Cibicidoides grimsdalei,2.56,0.43
689,28.6440,CIB,2.80,0.26
1218,28.6450,Cibicidoides spp.,2.15,0.34
563,28.6468,CIB,1.99,0.55
1218,28.6500,Cibicidoides havanensis ?,2.29,0.07
1218,28.6590,Cibicidoides grimsdalei,1.73,0.34
1218,28.6590,Cibicidoides grimsdalei,2.00,0.18
1218,28.6610,Cibicidoides grimsdalei,2.17,0.78
748,28.6689,CIB,2.65,0.60
1218,28.6700,Cibicidoides grimsdalei,2.32,0.38
689,28.6730,CIB,2.89,0.42
1218,28.6770,Cibicidoides havanensis,2.26,0.08
1218,28.6770,Cibicidoides grimsdalei,2.27,0.38
1218,28.6790,Cibicidoides havanensis,2.27,0.50
558,28.6814,CIB,2.48,0.62
1218,28.6850,Cibicidoides grimsdalei,2.40,0.33
574,28.6856,CIB,2.39,0.35
1218,28.6880,Cibicidoides grimsdalei,1.93,0.38
1218,28.6890,Cibicidoides spp.,2.47,0.75
1218,28.6970,Cibicidoides grimsdalei,1.96,0.42
689,28.6980,CIB,3.01,0.41
1218,28.7010,Cibicidoides grimsdalei,2.48,0.64
1218,28.7050,Cibicidoides grimsdalei,1.92,0.38
1218,28.7100,Cibicidoides grimsdalei,2.38,0.45
1218,28.7130,Cibicidoides grimsdalei,2.46,0.49
748,28.7178,CIB,2.90,0.55
1218,28.7220,Cibicidoides grimsdalei,2.65,0.46
1218,28.7270,Cibicidoides spp.,2.19,0.65
1218,28.7300,Cibicidoides grimsdalei,2.55,0.96
1218,28.7390,Cibicidoides grimsdalei,2.54,0.57
558,28.7452,CIB,2.41,0.69
1218,28.7460,Cibicidoides grimsdalei,2.42,0.54
1218,28.7500,Cibicidoides grimsdalei,2.34,0.45
689,28.7530,CIB,2.94,0.51
1218,28.7550,Cibicidoides havanensis ?,2.53,0.47
1218,28.7590,Cibicidoides spp.,2.43,0.30
1218,28.7590,Cibicidoides grimsdalei,2.55,0.38
1218,28.7630,Cibicidoides grimsdalei,2.36,0.78
1218,28.7670,Cibicidoides havanensis,2.32,0.60
1218,28.7710,Cibicidoides grimsdalei,2.42,0.35
689,28.7730,CIB,2.92,0.53
1218,28.7750,Cibicidoides grimsdalei,2.13,0.33
748,28.7766,CIB,2.45,0.64
1218,28.7800,Cibicidoides grimsdalei,2.38,0.32
1218,28.7840,Cibicidoides grimsdalei,2.30,0.38
77,28.7857,CIB,2.50,0.63
1218,28.7880,Cibicidoides grimsdalei,1.95,0.54
1218,28.7920,Cibicidoides havanensis,1.67,0.40
1218,28.7970,Cibicidoides grimsdalei,1.91,0.48
689,28.7990,CIB,2.97,0.58
1218,28.8010,Cibicidoides havanensis,2.04,0.52
1218,28.8040,Cibicidoides spp.,2.48,0.40
1218,28.8050,Cibicidoides grimsdalei,2.09,0.49
1218,28.8090,Cibicidoides grimsdalei,2.11,0.36
1218,28.8140,Cibicidoides grimsdalei,2.45,0.73
1218,28.8180,Cibicidoides grimsdalei,2.18,0.64
689,28.8200,CIB,2.85,0.52
1218,28.8220,Cibicidoides havanensis,2.04,0.62
1218,28.8260,Cibicidoides grimsdalei,2.03,0.64
1218,28.8270,Cibicidoides spp.,2.17,0.50
1218,28.8300,Cibicidoides grimsdalei,1.91,0.24
1218,28.8350,Cibicidoides grimsdalei,2.36,0.23
689,28.8450,CIB,2.63,0.41
1218,28.8470,Cibicidoides grimsdalei,2.21,0.45
1218,28.8500,Cibicidoides spp.,2.03,0.50
1218,28.8510,Cibicidoides grimsdalei,2.53,0.36
1218,28.8560,Cibicidoides grimsdalei,2.04,0.35
1218,28.8600,Cibicidoides grimsdalei,1.83,0.41
1218,28.8640,Cibicidoides havanensis,2.06,0.06
1218,28.8680,Cibicidoides havanensis,2.30,0.27
1218,28.8690,Cibicidoides spp.,2.26,0.46
689,28.8710,CIB,3.00,0.52
1218,28.8730,Cibicidoides grimsdalei,2.19,0.15
1218,28.8770,Cibicidoides havanensis,2.39,0.17
1218,28.8810,Cibicidoides grimsdalei,2.05,0.42
689,28.8840,CIB,2.90,0.35
748,28.8843,CIB,3.03,0.61
1218,28.8850,Cibicidoides havanensis,2.24,0.43
1218,28.8890,Cibicidoides spp.,2.04,0.65
1218,28.8890,Cibicidoides spp.,2.04,0.65
1218,28.8890,Cibicidoides spp.,2.04,0.65
1218,28.8890,Cibicidoides spp.,2.04,0.65
1218,28.8900,Cibicidoides havanensis,2.17,0.28
1218,28.8940,Cibicidoides havanensis,2.11,0.35
1218,28.8980,Cibicidoides grimsdalei,2.31,-0.03
1218,28.9020,Cibicidoides grimsdalei,2.10,0.12
1218,28.9060,Cibicidoides grimsdalei,1.97,0.00
1218,28.9100,Cibicidoides grimsdalei,2.29,0.26
1218,28.9110,Cibicidoides spp.,1.98,0.42
1218,28.9150,Cibicidoides grimsdalei,2.17,0.28
1218,28.9230,Cibicidoides grimsdalei,1.78,0.07
1218,28.9230,Cibicidoides grimsdalei,1.87,0.06
1218,28.9280,Cibicidoides grimsdalei,2.56,0.27
1218,28.9320,Cibicidoides grimsdalei,2.33,0.08
689,28.9330,CIB,2.73,0.40
748,28.9332,CIB,2.55,0.56
1218,28.9340,Cibicidoides spp.,2.27,0.15
1218,28.9360,Cibicidoides grimsdalei,2.38,-0.14
1218,28.9410,Cibicidoides grimsdalei,1.69,0.04
1218,28.9450,Cibicidoides grimsdalei,1.99,0.23
1218,28.9500,Cibicidoides grimsdalei,1.95,0.07
1218,28.9540,Cibicidoides grimsdalei,2.00,0.20
689,28.9560,CIB,2.79,0.41
1218,28.9580,Cibicidoides grimsdalei,2.31,0.07
1218,28.9630,Cibicidoides grimsdalei,2.49,-0.18
1218,28.9640,Cibicidoides grimsdalei,2.31,0.10
1218,28.9670,Cibicidoides grimsdalei,2.18,0.06
1218,28.9680,Cibicidoides grimsdalei,1.93,0.41
1218,28.9710,Cibicidoides grimsdalei,2.17,0.60
1218,28.9760,Cibicidoides grimsdalei,2.19,0.38
1218,28.9770,Cibicidoides grimsdalei,2.17,0.27
1218,28.9800,Cibicidoides grimsdalei,2.23,0.01
1218,28.9800,Cibicidoides spp.,2.24,0.10
689,28.9810,CIB,2.73,0.19
1218,28.9820,Cibicidoides havanensis,2.16,0.18
1218,28.9850,Cibicidoides grimsdalei,2.10,0.26
1218,28.9850,Cibicidoides havanensis,2.22,-0.06
1218,28.9860,Cibicidoides grimsdalei,2.27,0.10
1218,28.9860,Cibicidoides grimsdalei,2.43,0.10
1218,28.9890,Cibicidoides grimsdalei,2.33,0.44
1218,28.9890,Cibicidoides grimsdalei,2.63,0.23
1218,28.9910,Cibicidoides grimsdalei,1.79,0.47
748,28.9921,CIB,2.70,0.55
1218,28.9950,Cibicidoides grimsdalei,2.02,0.26
1218,28.9950,Cibicidoides havanensis ?,2.11,0.27
1218,29.0000,Cibicidoides grimsdalei,2.42,0.32
689,29.0040,CIB,2.77,0.25
1218,29.0050,Cibicidoides grim ?.,2.43,0.31
1218,29.0090,Cibicidoides havanensis,2.49,0.23
1218,29.0140,Cibicidoides grimsdalei,2.34,0.60
1218,29.0180,Cibicidoides grimsdalei,2.24,0.28
1218,29.0230,Cibicidoides havanensis,2.29,0.37
689,29.0250,CIB,2.53,0.08
1218,29.0250,Cibicidoides spp.,2.42,0.49
1218,29.0260,Cibicidoides grimsdalei,2.64,0.46
1218,29.0270,Cibicidoides havanensis,2.37,0.03
1218,29.0320,Cibicidoides havanensis,2.18,0.14
1218,29.0330,Cibicidoides spp.,,0.14
1218,29.0360,Cibicidoides grimsdalei,2.11,0.17
748,29.0409,CIB,2.72,0.46
1218,29.0410,Cibicidoides havanensis,2.13,0.17
1218,29.0450,Cibicidoides grimsdalei,2.00,0.20
1218,29.0480,Cibicidoides spp.,2.30,0.45
1218,29.0500,Cibicidoides grimsdalei,2.14,0.47
1218,29.0500,Cibicidoides grimsdalei,2.34,0.45
689,29.0540,CIB,2.78,0.23
1218,29.0550,Cibicidoides grimsdalei,2.10,0.52
1218,29.0590,Cibicidoides grimsdalei,2.24,0.67
1218,29.0640,Cibicidoides grimsdalei,2.43,0.20
1218,29.0680,Cibicidoides grimsdalei,2.54,0.58
1218,29.0700,Cibicidoides spp.,2.27,0.62
1218,29.0730,Cibicidoides havanensis,2.23,0.31
1218,29.0770,Cibicidoides havanensis,2.40,0.59
1218,29.0820,Cibicidoides grimsdalei,2.26,0.43
1218,29.0860,Cibicidoides grimsdalei,2.26,0.25
1218,29.0860,Cibicidoides havanensis,2.49,0.41
1218,29.0910,Cibicidoides grimsdalei,2.36,0.47
1218,29.0930,Cibicidoides spp.,2.12,0.55
1218,29.0960,Cibicidoides havanensis,2.19,0.39
748,29.0998,CIB,2.57,0.60
1218,29.1000,Cibicidoides grimsdalei,2.21,0.47
1218,29.1050,Cibicidoides grimsdalei,2.22,0.07
1218,29.1050,Cibicidoides grimsdalei,2.30,0.18
689,29.1060,CIB,2.81,0.23
1218,29.1090,Cibicidoides havanensis,2.45,0.60
1218,29.1140,Cibicidoides grimsdalei,2.13,0.41
1218,29.1160,Cibicidoides spp.,2.11,0.58
1218,29.1180,Cibicidoides grimsdalei,2.30,0.40
1218,29.1180,Cibicidoides havanensis,2.41,0.26
1218,29.1230,Cibicidoides havanensis,2.19,0.48
558,29.1248,CIB,2.29,0.49
689,29.1270,CIB,2.80,0.25
1218,29.1270,Cibicidoides grimsdalei,2.40,0.41
526,29.1314,CIB,1.90,1.26
1218,29.1320,Cibicidoides grimsdalei,2.13,0.11
1218,29.1360,Cibicidoides grimsdalei,2.50,0.59
1218,29.1390,Cibicidoides spp.,2.35,0.26
1218,29.1410,Cibicidoides havanensis,2.30,0.21
1218,29.1460,Cibicidoides grimsdalei,2.09,0.25
1218,29.1500,Cibicidoides grimsdalei,2.37,0.12
689,29.1520,CIB,2.86,0.16
1218,29.1550,Cibicidoides havanensis,2.51,0.40
1218,29.1590,Cibicidoides grimsdalei,2.33,0.15
1218,29.1610,Cibicidoides spp.,2.36,0.34
1218,29.1640,Cibicidoides grimsdalei,2.39,0.28
1218,29.1680,Cibicidoides havanensis,2.83,0.68
1218,29.1730,Cibicidoides grimsdalei,2.47,0.70
1218,29.1770,Cibicidoides havanensis,2.90,0.68
689,29.1790,CIB,2.64,0.30
1218,29.1820,Cibicidoides grimsdalei,2.47,0.30
77,29.1832,CIB,2.21,0.18
1218,29.1840,Cibicidoides grimsdalei,2.21,0.27
1218,29.1840,Cibicidoides spp.,2.40,0.48
1218,29.1860,Cibicidoides havanensis,2.34,0.23
1218,29.1880,Cibicidoides grimsdalei,2.24,0.15
1218,29.1910,Cibicidoides grimsdalei,2.51,0.59
1218,29.1930,Cibicidoides havanensis,2.38,0.23
1218,29.1960,Cibicidoides grimsdalei,2.21,0.77
1218,29.1970,Cibicidoides grimsdalei,2.02,0.19
1218,29.1970,Cibicidoides grimsdalei,2.25,0.37
1218,29.1980,Cibicidoides grimsdalei,1.94,0.56
1218,29.1980,Cibicidoides havanensis,2.05,0.51
689,29.1990,CIB,2.89,0.39
1218,29.2000,Cibicidoides grimsdalei,2.26,0.56
1218,29.2020,Cibicidoides grimsdalei,2.29,0.42
1218,29.2040,Cibicidoides spp.,2.17,0.57
1218,29.2070,Cibicidoides spp.,,0.42
1218,29.2110,Cibicidoides grimsdalei,1.89,0.06
689,29.2160,CIB,2.73,0.36
1218,29.2160,Cibicidoides havanensis,2.11,0.38
1218,29.2200,Cibicidoides havanensis,2.55,0.49
1218,29.2250,Cibicidoides grimsdalei,2.11,0.32
1218,29.2270,Cibicidoides spp.,2.09,0.45
1218,29.2290,Cibicidoides grimsdalei,2.14,0.45
1218,29.2340,Cibicidoides grimsdalei,2.53,0.54
1218,29.2380,Cibicidoides grimsdalei,2.24,0.44
1218,29.2380,Cibicidoides havanensis,2.69,0.51
689,29.2390,CIB,2.99,0.44
1218,29.2430,Cibicidoides grimsdalei,2.53,0.51
1218,29.2470,Cibicidoides grimsdalei,2.22,0.57
1218,29.2500,Cibicidoides spp.,2.17,0.73
1218,29.2560,Cibicidoides grimsdalei,2.56,0.53
748,29.2563,CIB,2.85,0.55
1218,29.2610,Cibicidoides grimsdalei,2.26,0.51
1218,29.2660,Cibicidoides grimsdalei,1.67,0.36
1218,29.2700,Cibicidoides havanensis,1.88,0.27
1218,29.2720,Cibicidoides spp.,2.12,0.57
1218,29.2750,Cibicidoides grimsdalei,2.55,0.68
1218,29.2790,Cibicidoides grimsdalei,2.59,0.52
1218,29.2840,Cibicidoides grimsdalei,2.34,0.27
1218,29.2840,Cibicidoides havanensis,2.37,0.21
689,29.2870,CIB,2.87,0.50
1218,29.2880,Cibicidoides grimsdalei,2.26,0.29
1218,29.2930,Cibicidoides grimsdalei,2.29,0.36
1218,29.2950,Cibicidoides spp.,2.36,
1218,29.2970,Cibicidoides grimsdalei,2.40,0.40
1218,29.3020,Cibicidoides grimsdalei,2.16,0.47
1218,29.3060,Cibicidoides grimsdalei,2.44,0.39
689,29.3130,CIB,2.83,0.48
1218,29.3160,Cibicidoides grimsdalei,1.94,0.43
1218,29.3180,Cibicidoides spp.,2.08,0.68
1218,29.3200,Cibicidoides grimsdalei,1.97,0.41
1218,29.3250,Cibicidoides grimsdalei,2.31,0.24
1218,29.3290,Cibicidoides grimsdalei,2.57,0.48
689,29.3340,CIB,2.70,0.35
1218,29.3340,Cibicidoides grimsdalei,2.58,0.47
1218,29.3380,Cibicidoides grimsdalei,2.60,0.10
1218,29.3410,Cibicidoides spp.,2.37,0.55
1218,29.3430,Cibicidoides grimsdalei,2.48,0.64
1218,29.3470,Cibicidoides grimsdalei,2.47,0.39
748,29.3511,CIB,2.65,0.42
1218,29.3520,Cibicidoides grimsdalei,2.46,0.46
1218,29.3560,Cibicidoides grimsdalei,2.41,0.43
77,29.3576,CIB,2.27,0.77
689,29.3580,CIB,2.68,0.38
1218,29.3610,Cibicidoides grimsdalei,2.15,0.35
1218,29.3630,Cibicidoides spp.,2.11,0.45
1218,29.3640,Cibicidoides spp.,2.11,0.45
1218,29.3700,Cibicidoides grimsdalei,2.26,0.10
1218,29.3750,Cibicidoides grimsdalei,2.79,0.57
1218,29.3790,Cibicidoides grim ?.,2.15,0.34
689,29.3840,CIB,2.55,0.29
1218,29.3840,Cibicidoides grimsdalei,2.24,0.36
1218,29.3860,Cibicidoides spp.,1.96,
1218,29.3880,Cibicidoides grimsdalei,2.25,0.48
1218,29.3930,Cibicidoides havanensis,2.53,0.39
1218,29.3970,Cibicidoides grimsdalei,2.46,0.23
1218,29.4020,Cibicidoides grimsdalei,2.78,0.50
1218,29.4060,Cibicidoides grimsdalei,2.62,0.49
1218,29.4080,Cibicidoides spp.,1.98,0.56
689,29.4090,CIB,2.59,0.34
1218,29.4150,Cibicidoides grimsdalei,2.48,0.57
574,29.4164,CIB,2.65,0.24
1218,29.4190,Cibicidoides grimsdalei,2.56,0.36
1218,29.4240,Cibicidoides grimsdalei,2.45,0.50
1218,29.4280,Cibicidoides havanensis,1.85,0.19
1218,29.4300,Cibicidoides spp.,2.12,0.39
1218,29.4300,Cibicidoides spp.,2.12,0.39
1218,29.4330,Cibicidoides grimsdalei,1.97,0.27
1218,29.4340,Cibicidoides spp.,1.95,0.53
1218,29.4370,Cibicidoides grimsdalei,2.19,0.48
1218,29.4420,Cibicidoides grimsdalei,2.02,0.27
1218,29.4470,Cibicidoides grimsdalei,1.79,0.25
1218,29.4520,Cibicidoides grimsdalei,1.91,0.35
1218,29.4560,Cibicidoides spp.,2.19,0.27
1218,29.4570,Cibicidoides havanensis,2.35,0.15
1218,29.4620,Cibicidoides grimsdalei,2.07,-0.01
689,29.4650,CIB,2.96,0.55
1218,29.4670,Cibicidoides grimsdalei,2.42,0.42
1218,29.4720,Cibicidoides grimsdalei,2.24,0.38
1218,29.4720,Cibicidoides havanensis,2.41,0.52
1218,29.4770,Cibicidoides grimsdalei,2.06,0.46
1218,29.4780,Cibicidoides spp.,2.19,0.61
1218,29.4780,Cibicidoides spp.,2.19,0.61
